Author count,Paper type,Times cited,180 days usage,Since 2013 usage,Cited in policy,N policy cites,N of pages,Simple OA,.gov,.edu,.org,.csiro,anygov
10,Review,134,0,171,Y,12,14,Y,0,0,0,0,0
2,Review,36,0,8,N,0,13,Y,0,0,0,0,0
4,Review,191,21,202,Y,8,17,Y,0,0,0,0,0
7,Review,96,5,55,Y,4,11,Y,0,0,0,0,0
8,Review,49,10,95,Y,2,17,Y,0,0,0,0,0
6,Review,61,7,72,Y,4,9,Y,0,0,0,0,0
3,Review,33,2,32,N,0,16,Y,0,0,0,0,0
11,Review,112,2,118,Y,12,18,Y,0,0,0,0,0
2,Review,2,7,139,Y,10,11,Y,0,0,0,0,0
7,Review,32,4,126,Y,2,10,Y,0,0,0,0,0
3,Review,58,2,75,Y,7,10,Y,0,0,0,0,0
4,Review,8,0,34,N,0,12,Y,0,0,0,0,0
4,Review,102,5,102,Y,4,18,Y,0,0,0,0,0
9,Review,494,65,719,Y,59,14,Y,0,0,0,0,0
3,Review,36,0,45,N,0,36,Y,0,1,0,0,0
8,Review,39,3,59,Y,1,20,Y,0,0,0,0,0
17,Review,97,18,227,Y,3,22,Y,0,0,0,0,0
5,Review,76,4,77,Y,6,20,Y,0,0,0,0,0
3,Review,31,1,155,Y,2,15,Y,0,0,0,0,0
3,Review,41,3,44,N,0,14,Y,0,0,0,0,0
10,Review,76,3,77,Y,3,13,Y,0,0,0,0,0
4,Review,113,6,97,Y,7,21,Y,0,0,0,0,0
7,Review,62,19,138,Y,1,10,Y,0,1,0,0,0
39,Review,190,24,305,Y,5,29,Y,0,0,0,0,0
13,Review,236,7,151,Y,4,11,Y,0,0,0,0,0
27,Review,252,18,273,Y,11,15,Y,0,1,0,0,0
6,Review,113,6,206,Y,3,16,Y,0,0,0,0,0
27,Review,142,4,142,Y,55,16,Y,0,0,0,0,0
3,Review,3,0,1,N,0,12,Y,0,0,0,0,0
6,Review,326,14,316,Y,11,21,Y,0,0,0,0,0
28,Review,274,59,632,Y,21,20,Y,0,0,0,0,0
3,Review,151,11,229,Y,5,21,Y,0,1,0,0,0
12,Review,72,7,112,Y,6,14,Y,0,0,0,0,0
3,Review,52,0,76,N,0,21,Y,0,0,0,0,0
3,Review,40,2,84,N,0,3,Y,0,1,0,0,0
3,Review,139,13,150,N,0,17,Y,0,0,0,0,0
2,Review,11,1,41,N,0,15,Y,0,0,0,0,0
2,Review,70,5,99,N,0,9,Y,0,0,0,0,0
3,Review,48,13,149,N,0,11,Y,0,0,0,0,0
8,Review,27,0,54,Y,1,12,Y,0,0,0,0,0
1,Review,9,0,12,N,0,30,Y,0,0,0,0,0
3,Review,41,0,39,N,0,8,Y,0,0,0,0,0
4,Review,30,1,51,N,0,7,Y,0,0,0,0,0
3,Review,17,1,11,N,0,24,Y,0,0,0,0,0
7,Review,18,1,91,N,0,13,Y,0,0,0,0,0
9,Review,134,5,93,Y,24,13,Y,0,0,0,0,0
14,Review,65,3,74,N,0,14,Y,0,1,0,0,0
34,Review,63,3,40,Y,3,11,Y,0,0,0,0,0
4,Review,83,5,96,N,0,13,Y,0,0,0,0,0
8,Review,29,10,100,N,0,17,Y,0,0,0,0,0
5,Review,86,0,33,Y,5,17,Y,0,1,0,0,0
6,Review,90,9,99,Y,2,13,Y,0,0,0,0,0
3,Review,42,1,139,Y,1,11,Y,0,0,0,0,0
7,Review,24,2,61,Y,1,11,Y,0,1,0,0,0
5,Review,86,6,153,Y,5,8,Y,0,1,0,0,0
24,Review,197,9,337,Y,10,18,Y,0,0,0,0,0
4,Review,694,30,679,Y,16,10,Y,0,0,0,0,0
16,Review,76,10,246,Y,18,31,Y,0,0,0,0,0
3,Review,11,2,24,N,0,8,Y,0,1,0,0,0
6,Review,36,4,37,Y,2,10,Y,0,0,0,0,0
5,Review,17,0,40,N,0,6,Y,0,1,0,0,0
2,Review,15,2,78,N,0,18,Y,0,1,0,0,0
1,Review,95,0,18,N,0,49,Y,0,0,0,0,0
10,Review,131,5,133,Y,1,11,Y,0,0,0,0,0
7,Review,36,5,136,Y,2,28,Y,0,0,0,0,0
3,Review,83,2,103,Y,1,13,Y,0,0,0,0,0
6,Review,28,0,85,N,0,12,Y,0,1,0,0,0
13,Review,133,8,126,Y,6,13,Y,0,0,0,0,0
35,Review,114,2,67,N,0,29,Y,0,0,0,0,0
11,Review,196,7,12,Y,2,16,Y,0,0,0,0,0
3,Review,26,3,50,N,0,15,Y,0,0,0,0,0
23,Review,102,1,51,Y,7,20,Y,0,0,0,0,0
9,Review,41,3,23,Y,2,15,Y,0,0,0,0,0
4,Review,81,2,71,Y,15,23,Y,0,0,0,0,0
1,Review,48,2,41,Y,5,23,Y,0,0,1,0,1
2,Review,5,2,22,N,0,36,Y,0,0,0,0,0
8,Review,43,4,80,Y,1,6,Y,0,1,0,0,0
10,Review,59,1,43,N,0,12,Y,0,0,0,0,0
12,Review,20,12,114,Y,6,21,Y,0,0,0,0,0
4,Review,30,1,22,Y,3,14,Y,0,0,0,0,0
3,Review,3,0,2,N,0,20,Y,0,0,0,0,0
3,Review,0,0,1,N,0,3,Y,0,0,0,0,0
4,Review,176,4,69,Y,1,18,Y,0,0,0,0,0
3,Review,74,4,90,Y,9,18,Y,0,0,0,0,0
2,Review,40,3,51,Y,3,29,Y,0,1,0,0,0
7,Review,9,0,14,N,0,6,Y,0,0,0,0,0
6,Review,235,34,227,N,0,25,Y,0,0,0,0,0
3,Review,32,5,43,Y,3,14,Y,0,1,0,0,0
2,Review,33,2,63,Y,2,19,Y,0,0,0,0,0
9,Review,13,3,41,Y,6,14,Y,0,0,0,0,0
3,Review,9,0,2,N,0,25,Y,0,0,0,1,1
2,Review,5,0,11,N,0,10,Y,1,1,0,0,1
7,Review,17,6,62,Y,2,22,Y,0,0,0,0,0
3,Review,12,1,43,Y,1,12,Y,0,0,0,0,0
5,Review,63,3,46,Y,2,27,Y,0,0,0,0,0
2,Review,24,0,25,Y,4,14,Y,0,0,0,0,0
3,Review,14,1,24,Y,1,13,Y,0,0,0,0,0
2,Review,109,5,123,Y,1,31,Y,0,0,0,0,0
2,Review,50,0,54,Y,9,17,Y,0,0,0,0,0
1,Review,5,1,10,N,0,29,Y,0,0,0,0,0
1,Review,6,1,6,N,0,26,Y,0,0,0,0,0
1,Review,24,0,12,N,0,13,Y,0,0,0,0,0
2,Review,38,0,11,N,0,42,Y,0,0,0,0,0
8,Review,47,5,155,N,0,12,Y,0,0,0,0,0
4,Review,100,3,103,Y,2,10,Y,0,0,0,0,0
10,Review,54,2,113,N,0,9,Y,0,0,0,0,0
38,Review,75,7,196,Y,6,11,Y,1,0,1,0,1
3,Review,118,3,142,Y,13,11,Y,0,0,0,0,0
7,Review,130,5,148,Y,20,18,Y,0,0,0,0,0
33,Review,79,1,27,Y,2,22,Y,0,0,0,0,0
17,Review,477,29,702,Y,27,24,Y,0,0,0,0,0
37,Review,207,5,197,Y,26,17,Y,0,1,0,0,0
9,Review,94,3,150,Y,7,12,Y,0,0,0,0,0
8,Review,16,0,23,Y,1,46,Y,0,0,0,0,0
4,Review,61,9,100,Y,3,22,Y,0,0,0,0,0
3,Review,16,0,16,N,0,13,Y,0,0,0,0,0
23,Review,67,11,158,Y,9,11,Y,0,1,0,0,0
4,Review,99,6,81,Y,3,22,Y,0,0,0,0,0
1,Review,29,1,12,N,0,11,Y,0,0,0,0,0
11,Review,18,2,27,Y,1,22,Y,0,0,0,0,0
14,Review,89,6,60,Y,1,20,Y,0,1,0,0,0
16,Review,207,2,92,Y,12,39,Y,0,0,0,0,0
4,Review,46,9,87,N,0,39,Y,0,0,0,0,0
3,Review,8,0,21,N,0,23,Y,0,0,0,0,0
8,Review,81,0,64,N,0,18,Y,0,0,0,0,0
29,Review,98,2,27,Y,1,20,Y,0,0,0,0,0
8,Review,56,2,112,N,0,15,Y,0,0,0,0,0
3,Review,230,12,96,N,0,10,Y,0,0,0,0,0
3,Review,383,51,621,Y,14,16,N,0,0,0,0,0
5,Review,30,1,48,N,0,13,N,0,0,0,0,0
2,Review,157,2,95,Y,6,19,N,0,0,0,0,0
2,Review,8,4,47,N,0,17,N,0,0,0,0,0
2,Review,106,1,85,Y,4,14,N,0,0,0,0,0
9,Review,112,2,63,Y,6,26,N,0,0,0,0,0
2,Review,21,0,17,N,0,27,N,0,0,0,0,0
4,Review,4,1,15,N,0,12,N,0,0,0,0,0
3,Review,27,1,21,Y,6,9,N,0,0,0,0,0
7,Review,60,7,54,Y,7,14,N,0,0,0,0,0
3,Review,16,1,16,N,0,12,N,0,1,0,0,0
1,Review,24,4,51,Y,1,25,N,0,0,0,0,0
2,Review,70,0,108,Y,14,25,N,0,0,0,0,0
4,Review,173,7,212,Y,15,18,N,1,0,0,0,1
2,Review,79,16,148,N,0,15,N,0,0,0,0,0
3,Review,3,4,18,N,0,11,N,0,0,0,0,0
2,Review,23,3,30,Y,7,8,N,0,0,0,0,0
4,Review,18,0,24,N,0,8,N,0,0,0,0,0
20,Review,163,1,38,Y,9,34,N,0,0,0,0,0
2,Review,101,4,277,Y,1,10,N,0,0,0,0,0
4,Review,193,9,179,Y,10,12,N,0,0,0,0,0
1,Review,9,0,6,Y,1,10,N,0,0,0,0,0
6,Review,259,12,141,Y,9,19,N,0,0,0,0,0
3,Review,28,1,22,Y,4,5,N,0,0,0,0,0
5,Review,40,1,41,Y,2,16,N,0,0,0,0,0
2,Review,22,2,43,N,0,12,N,0,0,0,0,0
5,Review,29,5,106,N,0,12,N,0,0,0,0,0
2,Review,24,0,19,Y,1,18,N,0,0,0,0,0
2,Review,5,0,11,N,0,7,N,0,0,0,0,0
2,Review,718,101,1155,Y,3,12,N,0,0,0,0,0
6,Review,41,4,84,Y,1,41,N,0,0,0,0,0
5,Review,64,1,80,Y,7,22,N,1,1,0,0,1
1,Review,23,5,72,N,0,12,N,0,0,0,0,0
8,Review,89,4,65,Y,1,14,N,0,0,0,0,0
4,Review,59,1,50,Y,14,21,N,0,0,0,0,0
6,Review,96,9,160,Y,2,13,N,0,0,0,0,0
2,Review,155,9,113,Y,1,26,N,0,0,0,0,0
7,Review,27,1,28,N,0,14,N,0,0,0,0,0
2,Review,858,39,857,Y,12,17,N,0,0,0,0,0
3,Review,20,2,14,Y,7,11,N,0,0,0,0,0
3,Review,32,1,14,N,0,13,N,0,0,0,0,0
2,Review,110,12,176,N,0,23,N,0,0,0,0,0
3,Review,335,40,267,Y,24,13,N,0,0,0,0,0
1,Review,92,2,62,Y,8,24,N,0,0,0,0,0
1,Review,83,5,109,N,0,26,N,0,0,0,0,0
12,Review,36,4,96,Y,1,20,N,0,0,0,0,0
3,Review,70,5,97,Y,3,15,N,0,0,0,0,0
4,Review,9,4,22,N,0,21,N,0,1,0,0,0
1,Review,26,3,55,N,0,13,N,0,0,0,0,0
9,Review,197,4,310,Y,11,13,N,0,0,0,0,0
4,Review,25,2,65,Y,1,19,N,0,0,0,0,0
5,Review,95,36,352,N,0,16,N,0,0,0,0,0
1,Review,27,0,34,Y,1,11,N,0,0,0,0,0
13,Review,336,14,203,Y,27,13,N,0,0,0,0,0
1,Review,154,8,147,N,0,19,N,0,0,0,0,0
3,Review,18,0,47,N,0,19,N,0,0,0,0,0
8,Review,332,15,234,Y,4,18,N,0,0,0,0,0
6,Review,51,1,45,N,0,19,N,0,1,0,0,0
3,Review,27,1,11,N,0,12,N,0,0,0,0,0
4,Review,23,1,28,Y,3,21,N,0,1,0,0,0
2,Review,12,2,65,N,0,13,N,0,0,0,0,0
5,Review,21,0,34,Y,2,11,Y,0,0,0,0,0
20,Review,152,3,152,Y,8,10,Y,0,0,0,0,0
2,Review,61,4,164,Y,5,21,Y,0,1,0,0,0
20,Review,37,4,59,Y,3,35,Y,0,0,0,0,0
2,Review,44,3,45,Y,4,11,Y,0,0,0,0,0
4,Review,26,3,93,Y,2,11,Y,0,0,0,0,0
4,Review,37,11,84,Y,4,27,Y,0,0,0,0,0
9,Review,258,8,124,Y,42,10,Y,0,0,0,0,0
4,Review,139,4,120,Y,14,13,Y,0,0,0,0,0
18,Review,51,8,133,Y,7,11,Y,0,0,0,0,0
8,Review,192,9,156,Y,24,19,Y,0,0,0,0,0
15,Review,76,4,90,Y,12,9,Y,0,0,0,0,0
8,Review,317,16,411,Y,5,16,Y,0,0,0,0,0
4,Review,85,3,67,Y,6,11,Y,0,0,0,0,0
12,Review,435,37,616,Y,16,17,Y,0,0,0,0,0
7,Review,116,5,102,Y,13,12,Y,0,0,0,0,0
11,Review,205,2,92,Y,14,12,Y,0,0,0,0,0
9,Review,58,7,56,N,0,13,Y,0,0,0,0,0
3,Review,55,4,160,Y,8,26,Y,0,0,0,0,0
7,Review,89,2,85,N,0,31,Y,0,0,0,0,0
6,Review,57,7,132,Y,3,25,Y,0,0,0,0,0
3,Review,55,5,58,N,0,14,Y,0,0,0,0,0
6,Review,68,3,100,Y,11,13,Y,0,1,0,0,0
2,Review,136,2,75,N,0,23,Y,0,0,0,0,0
4,Review,38,1,70,Y,5,10,Y,0,0,0,0,0
3,Review,15,1,14,N,0,10,Y,1,0,0,0,1
8,Review,80,4,68,Y,4,11,Y,0,0,0,0,0
3,Review,72,1,103,Y,2,15,Y,0,0,0,0,0
6,Review,81,5,74,Y,15,7,Y,0,0,0,0,0
6,Review,107,4,106,Y,15,31,Y,0,0,0,0,0
8,Review,233,14,190,Y,5,13,Y,0,1,0,0,0
3,Review,35,3,27,Y,3,13,Y,0,0,0,0,0
114,Review,122,7,51,Y,3,30,Y,0,0,0,0,0
13,Review,31,0,19,N,0,7,Y,0,0,0,0,0
18,Review,424,53,599,Y,75,23,Y,0,0,0,0,0
16,Review,65,3,105,Y,6,12,Y,0,1,0,0,0
